HOSTNAME,TIME,NET,MEM,CPU
mosix1.curs.pub.ro,1432689314,2846316,509736,0.19
host-10-9-3-167,1432689313,2825296,366312,0.02
host-10-9-3-168,1432689315,2375296,479324,0.01
mosix1.curs.pub.ro,1432689315,2846316,509752,0.19
host-10-9-3-167,1432689315,2825296,366328,0.02
host-10-9-3-168,1432689316,2375296,479448,0.01
mosix1.curs.pub.ro,1432689316,2846324,509916,0.19
host-10-9-3-167,1432689316,2825300,366568,0.34
host-10-9-3-168,1432689318,2375304,479448,0.01
mosix1.curs.pub.ro,1432689318,2846328,509876,0.19
host-10-9-3-167,1432689317,2825300,366428,0.34
host-10-9-3-168,1432689319,2375308,479456,0.01
mosix1.curs.pub.ro,1432689319,2846332,509868,0.17
host-10-9-3-167,1432689319,2825304,366576,0.34
host-10-9-3-168,1432689320,2375308,479176,0.01
mosix1.curs.pub.ro,1432689321,2846332,509884,0.17
host-10-9-3-167,1432689320,2825304,366552,0.31
host-10-9-3-168,1432689322,2375312,479588,0.01
mosix1.curs.pub.ro,1432689322,2846336,510108,0.17
host-10-9-3-167,1432689322,2825308,366552,0.31
host-10-9-3-168,1432689323,2375312,479464,0.01
mosix1.curs.pub.ro,1432689324,2846336,510364,0.16
host-10-9-3-167,1432689323,2825308,366684,0.31
host-10-9-3-168,1432689325,2375320,479712,0.01
mosix1.curs.pub.ro,1432689325,2846340,510512,0.16
host-10-9-3-167,1432689325,2825312,366692,0.31
host-10-9-3-168,1432689326,2375324,479564,0.01
mosix1.curs.pub.ro,1432689327,2846340,510496,0.16
host-10-9-3-167,1432689326,2825312,366560,0.44
host-10-9-3-168,1432689328,2375324,479068,0.01
mosix1.curs.pub.ro,1432689328,2846344,510612,0.16
host-10-9-3-167,1432689327,2825316,366800,0.44
host-10-9-3-168,1432689354,2375324,479020,0.01
mosix1.curs.pub.ro,1432689354,2846344,510472,0.10
host-10-9-3-167,1432689354,2825320,366568,0.29
host-10-9-3-168,1432689356,2375328,479820,0.01
mosix1.curs.pub.ro,1432689356,2846348,510744,0.10
host-10-9-3-167,1432689355,2825320,366940,0.27
host-10-9-3-168,1432689357,2375336,479704,0.01
mosix1.curs.pub.ro,1432689357,2846348,510860,0.10
host-10-9-3-167,1432689357,2825324,366800,0.27
host-10-9-3-168,1432689358,2375336,479712,0.01
mosix1.curs.pub.ro,1432689359,2846352,510728,0.09
host-10-9-3-167,1432689358,2825324,366800,0.27
host-10-9-3-168,1432689360,2375340,479812,0.01
mosix1.curs.pub.ro,1432689360,2846352,510844,0.09
host-10-9-3-167,1432689360,2825328,366924,0.27
host-10-9-3-168,1432689361,2375340,479308,0.01
mosix1.curs.pub.ro,1432689361,2846356,510976,0.09
host-10-9-3-167,1432689361,2825328,367064,0.25
host-10-9-3-168,1432689388,2375344,479268,0.00
mosix1.curs.pub.ro,1432689388,2846356,510968,0.06
host-10-9-3-167,1432689387,2825332,366924,0.16
host-10-9-3-168,1432689389,2375344,479936,0.00
mosix1.curs.pub.ro,1432689389,2846360,511100,0.05
host-10-9-3-167,1432689389,2825332,366924,0.16
host-10-9-3-168,1432689391,2375352,480068,0.00
mosix1.curs.pub.ro,1432689391,2846360,510968,0.05
host-10-9-3-167,1432689390,2825336,367056,0.15
host-10-9-3-168,1432689392,2375356,480068,0.00
mosix1.curs.pub.ro,1432689392,2846364,510968,0.05
host-10-9-3-167,1432689392,2825336,366924,0.15
host-10-9-3-168,1432689393,2375356,480216,0.00
mosix1.curs.pub.ro,1432689394,2846364,511216,0.13
host-10-9-3-167,1432689393,2825340,366948,0.15
host-10-9-3-168,1432689395,2375360,479688,0.00
mosix1.curs.pub.ro,1432689395,2846368,511092,0.13
host-10-9-3-167,1432689395,2825344,366924,0.15
host-10-9-3-168,1432689421,2375360,478888,0.00
mosix1.curs.pub.ro,1432689421,2846368,511300,0.09
host-10-9-3-167,1432689421,2825348,367048,0.09
host-10-9-3-168,1432689423,2375364,480960,0.00
mosix1.curs.pub.ro,1432689423,2846376,511160,0.09
host-10-9-3-167,1432689422,2825352,366956,0.09
host-10-9-3-168,1432689424,2375364,481068,0.00
mosix1.curs.pub.ro,1432689424,2846376,511308,0.08
host-10-9-3-167,1432689424,2825352,367196,0.09
host-10-9-3-168,1432689426,2375372,480200,0.00
mosix1.curs.pub.ro,1432689426,2846380,511416,0.08
host-10-9-3-167,1432689425,2825356,367072,0.08
host-10-9-3-168,1432689427,2375372,480184,0.00
mosix1.curs.pub.ro,1432689427,2846384,511176,0.08
host-10-9-3-167,1432689427,2825356,367296,0.08
host-10-9-3-168,1432689428,2375376,480200,0.00
mosix1.curs.pub.ro,1432689429,2846388,511432,0.07
host-10-9-3-167,1432689428,2825360,367180,0.08
host-10-9-3-168,1432689430,2375380,480200,0.00
mosix1.curs.pub.ro,1432689430,2846388,511588,0.07
host-10-9-3-167,1432689430,2825360,367196,0.08
host-10-9-3-168,1432689431,2375380,479820,0.00
mosix1.curs.pub.ro,1432689432,2846392,511424,0.07
host-10-9-3-167,1432689431,2825364,367312,0.08
host-10-9-3-168,1432689433,2375388,480316,0.00
mosix1.curs.pub.ro,1432689433,2846396,511548,0.07
host-10-9-3-167,1432689433,2825364,367312,0.08
host-10-9-3-168,1432689434,2375388,480324,0.00
mosix1.curs.pub.ro,1432689434,2846400,511672,0.07
host-10-9-3-167,1432689434,2825368,367172,0.08
host-10-9-3-168,1432689436,2375392,480432,0.00
mosix1.curs.pub.ro,1432689436,2846400,511564,0.07
host-10-9-3-167,1432689435,2825368,367428,0.07
host-10-9-3-168,1432689437,2375396,480432,0.00
mosix1.curs.pub.ro,1432689437,2846404,511680,0.07
host-10-9-3-167,1432689437,2825372,367296,0.07
host-10-9-3-168,1432689438,2375396,480052,0.00
mosix1.curs.pub.ro,1432689439,2846404,511836,0.06
host-10-9-3-167,1432689438,2825372,367428,0.07
host-10-9-3-168,1432689465,2375400,480152,0.00
mosix1.curs.pub.ro,1432689465,2846408,511656,0.04
host-10-9-3-167,1432689465,2825376,367312,0.05
host-10-9-3-168,1432689466,2375404,480432,0.00
mosix1.curs.pub.ro,1432689467,2846408,511664,0.04
host-10-9-3-167,1432689466,2825380,367684,0.04
host-10-9-3-168,1432689468,2375408,480564,0.00
mosix1.curs.pub.ro,1432689468,2846416,511804,0.04
host-10-9-3-167,1432689468,2825384,367552,0.04
host-10-9-3-168,1432689469,2375408,480440,0.00
mosix1.curs.pub.ro,1432689470,2846416,511788,0.04
host-10-9-3-167,1432689469,2825388,367544,0.04
host-10-9-3-168,1432689471,2375416,480564,0.00
mosix1.curs.pub.ro,1432689471,2846420,511780,0.04
host-10-9-3-167,1432689471,2825388,367792,0.04
host-10-9-3-168,1432689472,2375420,480060,0.00
mosix1.curs.pub.ro,1432689472,2846420,511928,0.04
host-10-9-3-167,1432689472,2825392,367816,0.04
host-10-9-3-168,1432689499,2375424,480020,0.00
mosix1.curs.pub.ro,1432689499,2846424,512068,0.02
host-10-9-3-167,1432689498,2825392,367792,0.03
host-10-9-3-168,1432689500,2375424,480688,0.00
mosix1.curs.pub.ro,1432689500,2846424,512044,0.02
host-10-9-3-167,1432689500,2825396,367700,0.03
host-10-9-3-168,1432689501,2375428,480564,0.00
mosix1.curs.pub.ro,1432689502,2846428,512044,0.02
host-10-9-3-167,1432689501,2825396,367916,0.10
host-10-9-3-168,1432689503,2375432,480564,0.00
mosix1.curs.pub.ro,1432689503,2846428,512060,0.02
host-10-9-3-167,1432689503,2825404,367792,0.10
host-10-9-3-168,1432689504,2375432,480704,0.00
mosix1.curs.pub.ro,1432689505,2846432,512300,0.26
host-10-9-3-167,1432689504,2825404,367932,0.10
host-10-9-3-168,1432689506,2375440,480176,0.00
mosix1.curs.pub.ro,1432689506,2846432,512160,0.26
host-10-9-3-167,1432689506,2825408,367932,0.10
host-10-9-3-168,1432689532,2375440,479500,0.00
mosix1.curs.pub.ro,1432689532,2846436,512300,0.17
host-10-9-3-167,1432689532,2825408,367816,0.06
host-10-9-3-168,1432689534,2375444,481712,0.00
mosix1.curs.pub.ro,1432689534,2846436,512152,0.16
host-10-9-3-167,1432689533,2825412,368056,0.06
host-10-9-3-168,1432689535,2375444,481696,0.00
mosix1.curs.pub.ro,1432689535,2846440,512416,0.16
host-10-9-3-167,1432689535,2825412,368056,0.06
host-10-9-3-168,1432689537,2375448,481572,0.16
mosix1.curs.pub.ro,1432689537,2846444,512524,0.16
host-10-9-3-167,1432689536,2825416,367916,0.46
host-10-9-3-168,1432689538,2375448,481836,0.16
mosix1.curs.pub.ro,1432689538,2846448,512400,0.16
host-10-9-3-167,1432689538,2825420,368172,0.46
host-10-9-3-168,1432689539,2375452,481704,0.16
mosix1.curs.pub.ro,1432689540,2846448,512532,0.63
host-10-9-3-167,1432689539,2825420,368180,0.46
host-10-9-3-168,1432689541,2375452,481704,0.15
mosix1.curs.pub.ro,1432689541,2846452,512672,0.63
host-10-9-3-167,1432689541,2825424,368064,0.42
host-10-9-3-168,1432689542,2375456,481688,0.15
mosix1.curs.pub.ro,1432689543,2846452,512524,0.63
host-10-9-3-167,1432689542,2825424,368288,0.42
host-10-9-3-168,1432689544,2375456,481828,0.15
mosix1.curs.pub.ro,1432689544,2846456,512672,0.58
host-10-9-3-167,1432689544,2825428,368164,0.42
host-10-9-3-168,1432689545,2375460,481812,0.15
mosix1.curs.pub.ro,1432689545,2846456,512648,0.58
host-10-9-3-167,1432689545,2825428,368040,0.47
host-10-9-3-168,1432689547,2375460,481828,0.30
mosix1.curs.pub.ro,1432689547,2846460,512796,0.58
host-10-9-3-167,1432689546,2825432,368420,0.47
host-10-9-3-168,1432689548,2375464,481936,0.30
mosix1.curs.pub.ro,1432689548,2846464,512896,0.58
host-10-9-3-167,1432689548,2825432,368296,0.47
host-10-9-3-168,1432689550,2375468,481060,0.30
mosix1.curs.pub.ro,1432689550,2846468,512772,0.85
host-10-9-3-167,1432689549,2825436,368436,0.47
host-10-9-3-168,1432689551,2375472,481060,0.27
mosix1.curs.pub.ro,1432689551,2846468,512904,0.85
host-10-9-3-167,1432689551,2825436,368288,0.43
host-10-9-3-168,1432689552,2375476,481324,0.27
mosix1.curs.pub.ro,1432689553,2846472,513076,0.85
host-10-9-3-167,1432689552,2825440,368312,0.43
host-10-9-3-168,1432689554,2375476,481192,0.27
mosix1.curs.pub.ro,1432689554,2846472,512928,0.78
host-10-9-3-167,1432689554,2825440,368436,0.43
host-10-9-3-168,1432689555,2375480,481200,0.27
mosix1.curs.pub.ro,1432689556,2846476,513044,0.78
host-10-9-3-167,1432689555,2825444,368412,0.48
host-10-9-3-168,1432689557,2375484,480796,0.33
mosix1.curs.pub.ro,1432689557,2846476,513152,0.78
host-10-9-3-167,1432689556,2825448,368288,0.48
host-10-9-3-168,1432689583,2375488,480748,0.22
mosix1.curs.pub.ro,1432689583,2846480,513020,0.74
host-10-9-3-167,1432689583,2825448,368412,0.31
host-10-9-3-168,1432689585,2375492,481184,0.22
mosix1.curs.pub.ro,1432689585,2846480,513268,0.76
host-10-9-3-167,1432689584,2825452,368412,0.31
host-10-9-3-168,1432689586,2375492,481324,0.20
mosix1.curs.pub.ro,1432689586,2846484,513392,0.76
host-10-9-3-167,1432689586,2825456,368544,0.29
host-10-9-3-168,1432689587,2375496,481300,0.20
mosix1.curs.pub.ro,1432689588,2846484,513136,0.76
host-10-9-3-167,1432689587,2825460,368436,0.29
host-10-9-3-168,1432689589,2375496,481324,0.20
mosix1.curs.pub.ro,1432689589,2846488,513252,0.70
host-10-9-3-167,1432689589,2825460,368420,0.29
host-10-9-3-168,1432689590,2375504,480936,0.20
mosix1.curs.pub.ro,1432689591,2846488,513152,0.70
host-10-9-3-167,1432689590,2825464,368684,0.35
host-10-9-3-168,1432689617,2375504,480880,0.39
mosix1.curs.pub.ro,1432689617,2846492,513408,0.46
host-10-9-3-167,1432689616,2825464,368792,0.23
host-10-9-3-168,1432689618,2375508,481308,0.39
mosix1.curs.pub.ro,1432689618,2846492,507712,0.46
host-10-9-3-167,1432689618,2825468,368668,0.23
host-10-9-3-168,1432689620,2375508,481548,0.39
mosix1.curs.pub.ro,1432689620,2846496,507580,0.66
host-10-9-3-167,1432689619,2825468,368660,0.23
host-10-9-3-168,1432689621,2375512,481564,0.36
mosix1.curs.pub.ro,1432689621,2846496,507728,0.66
host-10-9-3-167,1432689621,2825472,368800,0.21
host-10-9-3-168,1432689622,2375516,481440,0.36
mosix1.curs.pub.ro,1432689623,2846504,507696,0.66
host-10-9-3-167,1432689622,2825472,368660,0.21
host-10-9-3-168,1432689624,2375520,481044,0.36
mosix1.curs.pub.ro,1432689624,2846504,507836,0.61
host-10-9-3-167,1432689624,2825476,368668,0.21
host-10-9-3-168,1432689650,2375520,480492,0.23
mosix1.curs.pub.ro,1432689651,2846508,507688,0.40
host-10-9-3-167,1432689650,2825480,368784,0.21
host-10-9-3-168,1432689652,2375524,482440,0.38
mosix1.curs.pub.ro,1432689652,2846508,507828,0.40
host-10-9-3-167,1432689652,2825480,368784,0.21
host-10-9-3-168,1432689653,2375528,481672,0.38
mosix1.curs.pub.ro,1432689653,2846512,507944,0.40
host-10-9-3-167,1432689653,2825484,368784,0.21
host-10-9-3-168,1432689655,2375528,481688,0.38
mosix1.curs.pub.ro,1432689655,2846512,507944,0.37
host-10-9-3-167,1432689654,2825484,368784,0.21
host-10-9-3-168,1432689656,2375532,481672,0.35
mosix1.curs.pub.ro,1432689656,2846516,508060,0.37
host-10-9-3-167,1432689656,2825488,368800,0.19
host-10-9-3-168,1432689658,2375536,481680,0.35
mosix1.curs.pub.ro,1432689658,2846516,508192,0.37
host-10-9-3-167,1432689657,2825488,368784,0.19
host-10-9-3-168,1432689659,2375540,481292,0.35
mosix1.curs.pub.ro,1432689659,2846520,508068,0.34
host-10-9-3-167,1432689659,2825492,368908,0.19
host-10-9-3-168,1432689685,2375540,481268,0.23
mosix1.curs.pub.ro,1432689686,2846520,508184,0.30
host-10-9-3-167,1432689685,2825492,369048,0.12
host-10-9-3-168,1432689687,2375544,481820,0.37
mosix1.curs.pub.ro,1432689687,2846524,506708,0.30
host-10-9-3-167,1432689687,2825496,369048,0.12
host-10-9-3-168,1432689688,2375548,481804,0.37
mosix1.curs.pub.ro,1432689688,2846528,506824,0.30
host-10-9-3-167,1432689688,2825496,368916,0.12
host-10-9-3-168,1432689690,2375548,481920,0.37
mosix1.curs.pub.ro,1432689690,2846536,506972,0.35
host-10-9-3-167,1432689689,2825500,369156,0.12
host-10-9-3-168,1432689691,2375556,481936,0.34
mosix1.curs.pub.ro,1432689691,2846544,506888,0.35
host-10-9-3-167,1432689691,2825500,369172,0.11
host-10-9-3-168,1432689692,2375556,481416,0.34
mosix1.curs.pub.ro,1432689693,2846544,507096,0.35
host-10-9-3-167,1432689692,2825504,369032,0.11
host-10-9-3-168,1432689719,2375560,481252,0.22
mosix1.curs.pub.ro,1432689719,2846548,507080,0.21
host-10-9-3-167,1432689719,2825508,369032,0.07
host-10-9-3-168,1432689720,2375560,481920,0.22
mosix1.curs.pub.ro,1432689720,2846552,507080,0.21
host-10-9-3-167,1432689720,2825512,369032,0.07
host-10-9-3-168,1432689722,2375564,481804,0.21
mosix1.curs.pub.ro,1432689722,2846552,507096,0.21
host-10-9-3-167,1432689721,2825516,369304,0.06
host-10-9-3-168,1432689723,2375568,481928,0.21
mosix1.curs.pub.ro,1432689723,2846560,507088,0.21
host-10-9-3-167,1432689723,2825516,369304,0.06
host-10-9-3-168,1432689724,2375572,482052,0.21
mosix1.curs.pub.ro,1432689725,2846560,507204,0.20
host-10-9-3-167,1432689724,2825520,369156,0.06
host-10-9-3-168,1432689726,2375576,481672,0.19
mosix1.curs.pub.ro,1432689726,2846564,506700,0.20
host-10-9-3-167,1432689725,2825520,369304,0.06
host-10-9-3-168,1432689752,2375576,480848,0.12
mosix1.curs.pub.ro,1432689752,2846568,507360,0.13
host-10-9-3-167,1432689752,2825524,369164,0.04
host-10-9-3-168,1432689754,2375576,483076,0.12
mosix1.curs.pub.ro,1432689754,2846568,507344,0.20
host-10-9-3-167,1432689753,2825524,369404,0.04
host-10-9-3-168,1432689755,2375580,483060,0.12
mosix1.curs.pub.ro,1432689755,2846572,507336,0.20
host-10-9-3-167,1432689755,2825528,369280,0.04
host-10-9-3-168,1432689756,2375584,482928,0.12
mosix1.curs.pub.ro,1432689757,2846580,507592,0.20
host-10-9-3-167,1432689756,2825528,369188,0.04
host-10-9-3-168,1432689758,2375584,482928,0.12
mosix1.curs.pub.ro,1432689758,2846580,506948,0.20
host-10-9-3-167,1432689757,2825532,369420,0.04
host-10-9-3-168,1432689759,2375588,483176,0.12
mosix1.curs.pub.ro,1432689784,2846580,506504,0.12
host-10-9-3-167,1432689784,2825532,369304,0.02
host-10-9-3-168,1432689785,2375588,483068,0.23
mosix1.curs.pub.ro,1432689786,2846584,508336,0.12
host-10-9-3-167,1432689785,2825536,369552,0.02
host-10-9-3-168,1432689787,2375592,482936,0.23
mosix1.curs.pub.ro,1432689787,2846584,508452,0.12
host-10-9-3-167,1432689787,2825536,369412,0.02
host-10-9-3-168,1432689788,2375592,483068,0.23
mosix1.curs.pub.ro,1432689789,2846588,508608,0.35
host-10-9-3-167,1432689788,2825540,369404,0.02
host-10-9-3-168,1432689790,2375596,483184,0.23
mosix1.curs.pub.ro,1432689790,2846592,508484,0.35
host-10-9-3-167,1432689790,2825544,369800,0.02
host-10-9-3-168,1432689791,2375600,483076,0.21
mosix1.curs.pub.ro,1432689792,2846596,508716,0.35
host-10-9-3-167,1432689791,2825544,369652,0.02
host-10-9-3-168,1432689793,2375604,483176,0.21
mosix1.curs.pub.ro,1432689793,2846596,508708,0.35
host-10-9-3-167,1432689793,2825548,369536,0.02
host-10-9-3-168,1432689794,2375604,483308,0.21
mosix1.curs.pub.ro,1432689794,2846600,508584,0.32
host-10-9-3-167,1432689794,2825548,369660,0.02
host-10-9-3-168,1432689796,2375608,483184,0.19
mosix1.curs.pub.ro,1432689796,2846600,508600,0.32
host-10-9-3-167,1432689795,2825552,369652,0.02
host-10-9-3-168,1432689797,2375608,483324,0.19
mosix1.curs.pub.ro,1432689797,2846604,508964,0.32
host-10-9-3-167,1432689797,2825552,369528,0.02
host-10-9-3-168,1432689799,2375612,483308,0.19
mosix1.curs.pub.ro,1432689799,2846604,508840,0.38
host-10-9-3-167,1432689798,2825556,369784,0.02
host-10-9-3-168,1432689800,2375616,483300,0.19
mosix1.curs.pub.ro,1432689800,2846608,509088,0.38
host-10-9-3-167,1432689800,2825556,369776,0.02
host-10-9-3-168,1432689801,2375616,483432,0.18
mosix1.curs.pub.ro,1432689802,2846608,508832,0.38
host-10-9-3-167,1432689801,2825564,369932,0.02
host-10-9-3-168,1432689803,2375620,483432,0.18
mosix1.curs.pub.ro,1432689803,2846612,509104,0.38
host-10-9-3-167,1432689803,2825564,370024,0.02
host-10-9-3-168,1432689804,2375620,483448,0.18
mosix1.curs.pub.ro,1432689805,2846620,509120,0.35
host-10-9-3-167,1432689804,2825568,370032,0.02
host-10-9-3-168,1432689806,2375624,483556,0.16
mosix1.curs.pub.ro,1432689806,2846624,509080,0.35
host-10-9-3-167,1432689806,2825568,370164,0.02
host-10-9-3-168,1432689807,2375624,483680,0.16
mosix1.curs.pub.ro,1432689808,2846624,509220,0.35
host-10-9-3-167,1432689807,2825572,370288,0.02
host-10-9-3-168,1432689809,2375628,483572,0.16
mosix1.curs.pub.ro,1432689809,2846628,509228,0.32
host-10-9-3-167,1432689809,2825576,370156,0.02
host-10-9-3-168,1432689810,2375628,483688,0.16
mosix1.curs.pub.ro,1432689810,2846628,509212,0.32
host-10-9-3-167,1432689810,2825576,370412,0.02
host-10-9-3-168,1432689812,2375632,483672,0.15
mosix1.curs.pub.ro,1432689812,2846632,509328,0.32
host-10-9-3-167,1432689811,2825580,370396,0.49
host-10-9-3-168,1432689813,2375632,483548,0.15
mosix1.curs.pub.ro,1432689813,2846632,509484,0.32
host-10-9-3-167,1432689813,2825580,370272,0.49
host-10-9-3-168,1432689815,2375636,477968,0.15
mosix1.curs.pub.ro,1432689815,2846636,509460,0.45
host-10-9-3-167,1432689814,2825584,370520,0.49
host-10-9-3-168,1432689816,2375636,477976,0.14
mosix1.curs.pub.ro,1432689816,2846636,509476,0.45
host-10-9-3-167,1432689816,2825584,370520,0.45
host-10-9-3-168,1432689818,2375640,477968,0.14
mosix1.curs.pub.ro,1432689818,2846640,509584,0.45
host-10-9-3-167,1432689817,2825592,370396,0.45
host-10-9-3-168,1432689819,2375644,478124,0.14
mosix1.curs.pub.ro,1432689819,2846640,509592,0.42
host-10-9-3-167,1432689819,2825592,370652,0.45
host-10-9-3-168,1432689821,2375648,478100,0.29
mosix1.curs.pub.ro,1432689821,2846644,509700,0.42
host-10-9-3-167,1432689820,2825596,370652,0.42
host-10-9-3-168,1432689822,2375652,478108,0.29
mosix1.curs.pub.ro,1432689822,2846644,509576,0.42
host-10-9-3-167,1432689822,2825596,370544,0.42
host-10-9-3-168,1432689824,2375652,478100,0.29
mosix1.curs.pub.ro,1432689824,2846648,509832,0.38
host-10-9-3-167,1432689823,2825600,370644,0.42
host-10-9-3-168,1432689825,2375660,478224,0.29
mosix1.curs.pub.ro,1432689825,2846648,509964,0.38
host-10-9-3-167,1432689825,2825600,370652,0.42
host-10-9-3-168,1432689827,2375660,478216,0.27
mosix1.curs.pub.ro,1432689827,2846652,509832,0.38
host-10-9-3-167,1432689826,2825604,370644,0.38
host-10-9-3-168,1432689828,2375664,478356,0.27
mosix1.curs.pub.ro,1432689828,2846652,509972,0.38
host-10-9-3-167,1432689828,2825604,370800,0.38
host-10-9-3-168,1432689829,2375664,478356,0.27
mosix1.curs.pub.ro,1432689830,2846656,509840,0.35
host-10-9-3-167,1432689829,2825608,370768,0.38
host-10-9-3-168,1432689831,2375668,478240,0.24
mosix1.curs.pub.ro,1432689831,2846656,509956,0.35
host-10-9-3-167,1432689831,2825612,370784,0.35
host-10-9-3-168,1432689832,2375668,478348,0.24
mosix1.curs.pub.ro,1432689833,2846660,510072,0.35
host-10-9-3-167,1432689832,2825612,370908,0.35
host-10-9-3-168,1432689834,2375672,478464,0.24
mosix1.curs.pub.ro,1432689834,2846660,510080,0.33
host-10-9-3-167,1432689834,2825616,370784,0.35
host-10-9-3-168,1432689835,2375672,478340,0.24
mosix1.curs.pub.ro,1432689836,2846664,510072,0.33
host-10-9-3-167,1432689835,2825620,370768,0.35
host-10-9-3-168,1432689837,2375676,478620,0.38
mosix1.curs.pub.ro,1432689837,2846668,510328,0.33
host-10-9-3-167,1432689837,2825624,371024,0.57
host-10-9-3-168,1432689838,2375676,478480,0.38
mosix1.curs.pub.ro,1432689838,2846668,510204,0.33
host-10-9-3-167,1432689838,2825624,370908,0.57
host-10-9-3-168,1432689840,2375680,478488,0.38
mosix1.curs.pub.ro,1432689840,2846676,510452,0.38
host-10-9-3-167,1432689839,2825628,371016,0.57
host-10-9-3-168,1432689841,2375684,478472,0.35
mosix1.curs.pub.ro,1432689841,2846676,510336,0.38
host-10-9-3-167,1432689841,2825628,371024,0.52
host-10-9-3-168,1432689843,2375684,478720,0.35
mosix1.curs.pub.ro,1432689843,2846680,510328,0.38
host-10-9-3-167,1432689842,2825632,370900,0.52
host-10-9-3-168,1432689844,2375688,478596,0.35
mosix1.curs.pub.ro,1432689844,2846680,510452,0.35
